0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0.033214103
3.5,0.079567852
4,0.141251186
4.5,0.220454048
5,0.319366377
5.5,0.440178115
6,0.585079203
6.5,0.756259581
7,0.95590919
7.5,1.186217972
8,1.449375867
8.5,1.747572816
9,2.082998759
9.5,2.457843638
10,2.874297394
10.5,3.334549967
11,3.840791299
11.5,4.395211329
12,5
12.5,5
13,5
13.5,5
14,5
14.5,5
15,5
15.5,5
16,5
16.5,5
17,5
17.5,5
18,5
18.5,4.21875
19,2.5
19.5,0.78125
20,0
20.5,0
21,0
